date,gold_price_vnd
2018-11-21,"₫28,614,690"
2018-11-22,"₫28,664,660"
2018-11-23,"₫28,576,800"
2018-11-26,"₫28,534,400"
2018-11-27,"₫28,367,240"
2018-11-28,"₫28,476,940"
2018-11-29,"₫28,553,360"
2018-11-30,"₫28,500,630"
2018-12-03,"₫28,682,140"
2018-12-04,"₫28,829,650"
2018-12-05,"₫28,838,400"
2018-12-06,"₫28,893,830"
2018-12-07,"₫29,104,750"
2018-12-10,"₫28,999,680"
2018-12-11,"₫28,961,690"
2018-12-12,"₫29,028,330"
2018-12-13,"₫28,950,650"
2018-12-14,"₫28,840,120"
2018-12-17,"₫29,062,960"
2018-12-18,"₫29,134,320"
2018-12-19,"₫28,949,650"
2018-12-20,"₫29,378,660"
2018-12-21,"₫29,233,620"
2018-12-24,"₫29,545,270"
2018-12-25,"₫29,568,310"
2018-12-26,"₫29,478,820"
2018-12-27,"₫29,610,800"
2018-12-28,"₫29,693,100"
2018-12-31,"₫29,739,500"
2019-01-01,"₫29,750,400"
2019-01-02,"₫29,757,520"
2019-01-03,"₫30,033,560"
2019-01-04,"₫29,805,080"
2019-01-07,"₫29,896,010"
2019-01-08,"₫29,813,200"
2019-01-09,"₫30,008,740"
2019-01-10,"₫29,836,160"
2019-01-11,"₫29,890,080"
2019-01-14,"₫29,965,890"
2019-01-15,"₫29,911,140"
2019-01-16,"₫30,003,000"
2019-01-17,"₫29,970,400"
2019-01-18,"₫29,711,860"
2019-01-21,"₫29,701,240"
2019-01-22,"₫29,797,340"
2019-01-23,"₫29,767,470"
2019-01-24,"₫29,715,620"
2019-01-25,"₫30,147,820"
2019-01-28,"₫30,246,300"
2019-01-29,"₫30,419,520"
2019-01-30,"₫30,595,580"
2019-01-31,"₫30,630,360"
2019-02-01,"₫30,578,920"
2019-02-04,"₫30,447,120"
2019-02-05,"₫30,525,550"
2019-02-06,"₫30,327,580"
2019-02-07,"₫30,392,820"
2019-02-08,"₫30,499,100"
2019-02-11,"₫30,358,940"
2019-02-12,"₫30,428,100"
2019-02-13,"₫30,290,860"
2019-02-14,"₫30,457,300"
2019-02-15,"₫30,650,370"
2019-02-18,"₫30,782,120"
2019-02-19,"₫31,108,470"
2019-02-20,"₫31,058,620"
2019-02-21,"₫30,726,250"
2019-02-22,"₫30,826,280"
2019-02-25,"₫30,811,310"
2019-02-26,"₫30,838,810"
2019-02-27,"₫30,632,390"
2019-02-28,"₫30,452,620"
2019-03-01,"₫29,935,960"
2019-03-04,"₫29,854,540"
2019-03-05,"₫29,889,100"
2019-03-06,"₫29,870,310"
2019-03-07,"₫29,833,660"
2019-03-08,"₫30,161,920"
2019-03-11,"₫30,007,060"
2019-03-12,"₫30,191,950"
2019-03-13,"₫30,371,650"
2019-03-14,"₫30,073,120"
2019-03-15,"₫30,190,800"
2019-03-18,"₫30,244,980"
2019-03-19,"₫30,311,560"
2019-03-20,"₫30,447,980"
2019-03-21,"₫30,378,840"
2019-03-22,"₫30,472,410"
2019-03-25,"₫30,667,440"
2019-03-26,"₫30,519,440"
2019-03-27,"₫30,385,340"
2019-03-28,"₫29,937,200"
2019-03-29,"₫29,983,080"
2019-04-01,"₫29,873,560"
2019-04-02,"₫29,994,200"
2019-04-03,"₫29,925,520"
2019-04-04,"₫29,980,970"
2019-04-05,"₫29,965,660"
2019-04-08,"₫30,099,060"
2019-04-09,"₫30,254,030"
2019-04-10,"₫30,346,130"
2019-04-11,"₫29,987,930"
2019-04-12,"₫29,937,580"
2019-04-15,"₫29,878,430"
2019-04-16,"₫29,624,100"
2019-04-17,"₫29,550,280"
2019-04-18,"₫29,593,770"
2019-04-19,No result
2019-04-22,"₫29,602,860"
2019-04-23,"₫29,541,980"
2019-04-24,"₫29,617,810"
2019-04-25,"₫29,655,220"
2019-04-26,"₫29,959,960"
2019-04-29,"₫29,806,440"
2019-04-30,"₫29,895,070"
2019-05-01,"₫29,718,900"
2019-05-02,"₫29,565,490"
2019-05-03,"₫29,744,390"
2019-05-06,"₫29,809,420"
2019-05-07,"₫29,924,780"
2019-05-08,"₫29,929,120"
2019-05-09,"₫30,047,960"
2019-05-10,"₫30,024,910"
2019-05-13,"₫30,328,420"
2019-05-14,"₫30,324,590"
2019-05-15,"₫30,241,820"
2019-05-16,"₫30,011,140"
2019-05-17,"₫29,881,920"
2019-05-20,"₫29,911,300"
2019-05-21,"₫29,820,440"
2019-05-22,"₫29,773,000"
2019-05-23,"₫30,029,220"
2019-05-24,"₫30,055,500"
2019-05-27,"₫30,068,800"
2019-05-28,"₫29,933,930"
2019-05-29,"₫29,954,990"
2019-05-30,"₫30,179,590"
2019-05-31,"₫30,568,560"
2019-06-03,"₫30,997,740"
2019-06-04,"₫31,012,940"
2019-06-05,"₫31,143,520"
2019-06-06,"₫31,256,840"
2019-06-07,"₫31,367,210"
2019-06-10,"₫31,027,110"
2019-06-11,"₫30,970,100"
2019-06-12,"₫31,099,080"
2019-06-13,"₫31,301,300"
2019-06-14,"₫31,305,800"
2019-06-17,"₫31,283,420"
2019-06-18,"₫31,424,520"
2019-06-19,"₫31,717,750"
2019-06-20,"₫32,351,840"
2019-06-21,"₫32,588,560"
2019-06-24,"₫33,072,000"
2019-06-25,"₫33,168,280"
2019-06-26,"₫32,836,770"
2019-06-27,"₫32,870,680"
2019-06-28,"₫32,848,420"
2019-07-01,"₫32,345,380"
2019-07-02,"₫32,999,440"
2019-07-03,"₫33,044,720"
2019-07-04,"₫32,966,550"
2019-07-05,"₫32,618,600"
2019-07-08,"₫32,440,410"
2019-07-09,"₫32,453,020"
2019-07-10,"₫32,849,140"
2019-07-11,"₫32,623,280"
2019-07-12,"₫32,813,360"
2019-07-15,"₫32,867,140"
2019-07-16,"₫32,664,310"
2019-07-17,"₫33,073,900"
2019-07-18,"₫33,379,820"
2019-07-19,"₫33,188,780"
2019-07-22,"₫33,208,480"
2019-07-23,"₫32,993,940"
2019-07-24,"₫33,150,340"
2019-07-25,"₫32,808,720"
2019-07-26,"₫32,929,550"
2019-07-29,"₫33,055,000"
2019-07-30,"₫33,172,900"
2019-07-31,"₫33,035,160"
2019-08-01,"₫33,387,420"
2019-08-02,"₫33,424,320"
2019-08-05,"₫33,967,770"
2019-08-06,"₫34,291,630"
2019-08-07,"₫34,809,660"
2019-08-08,"₫34,929,310"
2019-08-09,"₫34,765,790"
2019-08-12,"₫34,999,760"
2019-08-13,"₫34,982,710"
2019-08-14,"₫35,312,320"
2019-08-15,"₫35,493,820"
2019-08-16,"₫35,090,440"
2019-08-19,"₫34,804,520"
2019-08-20,"₫34,919,540"
2019-08-22,"₫34,725,240"
2019-08-23,"₫35,137,600"
2019-08-26,"₫35,493,020"
2019-08-27,"₫35,840,220"
2019-08-28,"₫35,770,390"
2019-08-29,"₫35,500,190"
2019-08-30,"₫35,413,980"
2019-09-02,"₫35,451,980"
2019-09-03,"₫35,790,540"
2019-09-04,"₫35,954,280"
2019-09-05,"₫35,310,030"
2019-09-06,"₫34,968,700"
2019-09-09,"₫34,711,040"
2019-09-10,"₫34,449,290"
2019-09-11,"₫34,726,340"
2019-09-12,"₫34,663,540"
2019-09-13,"₫34,594,960"
2019-09-16,"₫34,903,640"
2019-09-17,"₫34,723,200"
2019-09-18,"₫34,727,560"
2019-09-19,"₫34,869,180"
2019-09-20,"₫35,278,840"
2019-09-23,"₫35,287,490"
2019-09-24,"₫35,440,330"
2019-09-25,"₫35,061,760"
2019-09-26,"₫34,946,780"
2019-09-27,"₫34,727,440"
2019-09-30,"₫34,236,770"
2019-10-01,"₫34,220,520"
2019-10-02,"₫34,679,320"
2019-10-03,"₫34,902,360"
2019-10-04,"₫34,941,660"
2019-10-07,"₫34,670,370"
2019-10-08,"₫35,026,800"
2019-10-09,"₫35,002,400"
2019-10-10,"₫34,726,200"
2019-10-11,"₫34,537,700"
2019-10-14,"₫34,661,250"
2019-10-15,"₫34,312,090"
2019-10-16,"₫34,427,470"
2019-10-17,"₫34,587,370"
2019-10-18,"₫34,475,160"
2019-10-21,"₫34,486,740"
2019-10-22,"₫34,572,360"
2019-10-23,"₫34,554,200"
2019-10-24,"₫34,958,030"
2019-10-25,"₫35,011,360"
2019-10-28,"₫34,621,210"
2019-10-29,"₫34,429,980"
2019-10-30,"₫34,584,940"
2019-10-31,"₫35,103,970"
2019-11-01,"₫35,108,720"
2019-11-04,"₫35,116,120"
2019-11-05,"₫34,591,360"
2019-11-06,"₫34,639,920"
2019-11-07,"₫34,158,900"
2019-11-08,"₫33,862,180"
2019-11-11,"₫33,738,860"
2019-11-12,"₫33,865,550"
2019-11-13,"₫33,981,280"
2019-11-14,"₫34,032,000"
2019-11-15,"₫33,960,240"
2019-11-18,"₫34,106,440"
2019-11-19,"₫34,165,040"
2019-11-20,"₫34,125,160"
2019-11-21,"₫34,070,670"
2019-11-22,"₫34,044,920"
2019-11-25,"₫33,762,920"
2019-11-26,"₫33,896,350"
2019-11-27,"₫33,774,620"
2019-11-28,"₫33,762,900"
2019-11-29,"₫33,872,420"
2019-12-02,"₫33,670,560"
2019-12-03,"₫34,210,000"
2019-12-04,"₫34,149,280"
2019-12-05,"₫34,155,460"
2019-12-06,"₫33,957,320"
2019-12-09,"₫33,877,170"
2019-12-10,"₫33,902,620"
2019-12-11,"₫34,018,820"
2019-12-12,"₫34,058,100"
2019-12-13,"₫34,399,050"
2019-12-16,"₫34,218,140"
2019-12-17,"₫34,257,810"
2019-12-18,"₫34,228,500"
2019-12-19,"₫34,285,920"
2019-12-20,"₫34,309,940"
2019-12-23,"₫34,398,610"
2019-12-24,"₫34,702,190"
2019-12-25,"₫34,560,470"
2019-12-26,"₫34,953,830"
2019-12-27,"₫34,918,810"
2019-12-30,"₫35,088,890"
2019-12-31,"₫35,204,660"
2020-01-01,"₫35,158,200"
2020-01-02,"₫35,457,910"
2020-01-03,"₫35,793,380"
2020-01-06,"₫36,317,400"
2020-01-07,"₫36,549,120"
2020-01-08,"₫36,207,360"
2020-01-09,"₫35,933,110"
2020-01-10,"₫36,073,120"
2020-01-13,"₫35,832,550"
2020-01-14,"₫35,862,740"
2020-01-15,"₫36,048,490"
2020-01-16,"₫36,074,040"
2020-01-17,"₫36,156,130"
2020-01-20,"₫36,120,470"
2020-01-21,"₫36,165,680"
2020-01-22,"₫36,075,170"
2020-01-23,"₫36,318,800"
2020-01-24,"₫36,439,120"
2020-01-27,"₫36,694,460"
2020-01-28,"₫36,324,080"
2020-01-29,"₫36,530,700"
2020-01-30,"₫36,528,880"
2020-01-31,"₫36,679,160"
2020-02-03,"₫36,674,750"
2020-02-04,"₫36,176,660"
2020-02-05,"₫36,235,880"
2020-02-06,"₫36,445,530"
2020-02-07,"₫36,494,280"
2020-02-10,"₫36,734,000"
2020-02-11,"₫36,438,490"
2020-02-12,"₫36,541,230"
2020-02-13,"₫36,692,800"
2020-02-14,"₫36,789,100"
2020-02-17,"₫36,752,870"
2020-02-18,"₫37,353,840"
2020-02-19,"₫37,406,980"
2020-02-20,"₫37,662,700"
2020-02-21,"₫38,055,320"
2020-02-24,"₫38,477,900"
2020-02-25,"₫37,766,300"
2020-02-26,"₫38,024,960"
2020-02-27,"₫37,879,180"
2020-02-28,"₫36,531,790"
2020-03-02,"₫36,806,890"
2020-03-03,"₫37,753,050"
2020-03-04,"₫38,064,140"
2020-03-05,"₫38,685,360"
2020-03-06,"₫38,935,460"
2020-03-09,"₫38,898,800"
2020-03-10,"₫38,493,510"
2020-03-11,"₫38,079,960"
2020-03-12,"₫36,750,360"
2020-03-13,"₫35,692,510"
2020-03-16,"₫35,180,710"
2020-03-17,"₫35,574,960"
2020-03-18,"₫34,795,920"
2020-03-19,"₫34,638,050"
2020-03-20,"₫35,192,210"
2020-03-23,"₫36,468,940"
2020-03-24,"₫38,673,700"
2020-03-25,"₫37,931,850"
2020-03-26,"₫38,290,760"
2020-03-27,"₫37,996,700"
2020-03-30,"₫38,442,670"
2020-03-31,"₫36,963,440"
2020-04-01,"₫37,479,010"
2020-04-02,"₫38,281,520"
2020-04-03,"₫38,137,890"
2020-04-06,"₫38,990,620"
2020-04-07,"₫38,607,430"
2020-04-08,"₫38,862,490"
2020-04-09,"₫39,287,280"
2020-04-10,"₫39,333,460"
2020-04-13,"₫40,055,320"
2020-04-14,"₫40,417,480"
2020-04-15,"₫40,235,300"
2020-04-16,"₫40,427,160"
2020-04-17,"₫39,300,850"
2020-04-20,"₫39,776,080"
2020-04-21,"₫39,467,280"
2020-04-22,"₫40,481,220"
2020-04-23,"₫40,661,270"
2020-04-24,"₫40,479,460"
2020-04-27,"₫40,293,900"
2020-04-28,"₫40,281,770"
2020-04-29,"₫40,040,040"
2020-04-30,"₫39,251,120"
2020-05-01,"₫39,453,830"
2020-05-04,"₫39,988,450"
2020-05-05,"₫39,961,050"
2020-05-06,"₫39,511,860"
2020-05-07,"₫40,051,990"
2020-05-08,"₫39,803,160"
2020-05-11,"₫39,620,900"
2020-05-12,"₫39,687,320"
2020-05-13,"₫40,242,460"
2020-05-14,"₫40,400,200"
2020-05-15,"₫40,661,700"
2020-05-18,"₫40,051,790"
2020-05-19,"₫40,825,440"
2020-05-20,"₫40,597,830"
2020-05-21,"₫40,330,460"
2020-05-22,"₫40,369,040"
2020-05-25,"₫40,320,750"
2020-05-26,"₫39,821,660"
2020-05-27,"₫39,897,640"
2020-05-28,"₫39,800,940"
2020-05-29,"₫40,360,180"
2020-06-01,"₫40,369,870"
2020-06-02,"₫40,177,260"
2020-06-03,"₫39,383,000"
2020-06-04,"₫39,418,920"
2020-06-05,"₫39,349,460"
2020-06-08,"₫39,421,120"
2020-06-09,"₫39,609,320"
2020-06-10,"₫40,290,110"
2020-06-11,"₫40,373,470"
2020-06-12,"₫40,331,590"
2020-06-15,"₫39,792,960"
2020-06-16,"₫40,278,600"
2020-06-17,"₫40,054,160"
2020-06-18,"₫40,177,940"
2020-06-19,"₫40,585,020"
2020-06-22,"₫40,549,230"
2020-06-23,"₫40,992,920"
2020-06-24,"₫41,092,540"
2020-06-25,"₫40,891,210"
2020-06-26,"₫41,149,220"
2020-06-29,"₫41,281,700"
2020-06-30,"₫41,238,650"
2020-07-01,"₫40,911,700"
2020-07-02,"₫41,339,630"
2020-07-03,"₫41,149,960"
2020-07-06,"₫41,355,970"
2020-07-07,"₫41,662,680"
2020-07-08,"₫41,778,000"
2020-07-09,"₫41,957,260"
2020-07-10,"₫41,675,260"
2020-07-13,"₫41,739,260"
2020-07-14,"₫41,840,320"
2020-07-15,"₫42,081,420"
2020-07-16,"₫41,715,520"
2020-07-17,"₫41,980,830"
2020-07-20,"₫42,171,440"
2020-07-21,"₫42,364,800"
2020-07-22,"₫43,401,120"
2020-07-23,"₫43,717,060"
2020-07-24,"₫43,808,440"
2020-07-27,"₫44,930,880"
2020-07-28,"₫45,486,720"
2020-07-29,"₫45,507,960"
2020-07-30,"₫44,964,100"
2020-07-31,"₫46,057,930"
2020-08-03,"₫45,670,920"
2020-08-04,"₫46,672,430"
2020-08-05,"₫47,113,160"
2020-08-06,"₫47,662,540"
2020-08-07,"₫47,217,380"
2020-08-10,"₫47,033,900"
2020-08-11,"₫44,510,120"
2020-08-12,"₫44,399,860"
2020-08-13,"₫45,384,120"
2020-08-14,"₫44,928,590"
2020-08-17,"₫45,933,950"
2020-08-18,"₫46,279,400"
2020-08-19,"₫45,074,720"
2020-08-20,"₫45,039,640"
2020-08-21,"₫44,994,820"
2020-08-24,"₫44,878,780"
2020-08-25,"₫44,644,090"
2020-08-26,"₫45,214,240"
2020-08-27,"₫44,655,820"
2020-08-28,"₫45,532,920"
2020-08-31,"₫45,534,300"
2020-09-01,"₫45,953,400"
2020-09-02,"₫45,049,580"
2020-09-03,"₫44,590,840"
2020-09-04,"₫44,861,500"
2020-09-07,"₫44,718,380"
2020-09-08,"₫44,870,310"
2020-09-09,"₫44,932,720"
2020-09-10,"₫45,201,810"
2020-09-11,"₫45,019,660"
2020-09-14,"₫45,375,660"
2020-09-15,"₫45,491,170"
2020-09-16,"₫45,617,070"
2020-09-17,"₫44,887,080"
2020-09-18,"₫45,200,040"
2020-09-21,"₫44,389,250"
2020-09-22,"₫44,237,040"
2020-09-23,"₫43,385,880"
2020-09-24,"₫43,213,610"
2020-09-25,"₫43,225,350"
2020-09-28,"₫43,604,410"
2020-09-29,"₫43,837,000"
2020-09-30,"₫43,670,120"
2020-10-01,"₫44,186,520"
2020-10-02,"₫44,033,700"
2020-10-05,"₫44,278,260"
2020-10-06,"₫43,748,960"
2020-10-07,"₫43,787,340"
2020-10-08,"₫43,905,700"
2020-10-09,"₫44,648,750"
2020-10-12,"₫44,577,940"
2020-10-13,"₫43,888,100"
2020-10-14,"₫44,074,400"
2020-10-15,"₫44,406,960"
2020-10-16,"₫43,670,400"
2020-10-19,"₫43,778,300"
2020-10-20,"₫43,834,840"
2020-10-21,"₫44,599,440"
2020-10-22,"₫44,171,940"
2020-10-23,"₫44,015,820"
2020-10-26,"₫44,130,580"
2020-10-27,"₫44,330,060"
2020-10-28,"₫43,476,230"
2020-10-29,"₫43,412,900"
2020-10-30,"₫43,652,690"
2020-11-02,"₫43,981,560"
2020-11-03,"₫44,199,430"
2020-11-04,"₫44,104,240"
2020-11-05,"₫45,113,840"
2020-11-06,"₫45,241,270"
2020-11-09,"₫43,523,560"
2020-11-10,"₫43,384,650"
2020-11-11,"₫43,150,820"
2020-11-12,"₫43,483,140"
2020-11-13,"₫43,707,180"
2020-11-16,"₫43,661,640"
2020-11-17,"₫43,625,110"
2020-11-18,"₫43,395,190"
2020-11-19,"₫43,120,390"
2020-11-20,"₫43,458,780"
2020-11-23,"₫42,800,000"
2020-11-24,"₫41,757,730"
2020-11-25,"₫41,709,960"
2020-11-26,"₫41,899,360"
2020-11-27,"₫41,293,280"
2020-11-30,"₫41,323,570"
2020-12-01,"₫41,609,560"
2020-12-02,"₫42,119,460"
2020-12-03,"₫42,568,960"
2020-12-04,"₫42,633,500"
2020-12-07,"₫43,121,000"
2020-12-08,"₫43,269,720"
2020-12-09,"₫42,632,960"
2020-12-10,"₫42,276,440"
2020-12-11,"₫42,567,620"
2020-12-14,"₫42,309,120"
2020-12-15,"₫42,892,380"
2020-12-16,"₫43,155,440"
2020-12-17,"₫43,501,350"
2020-12-18,"₫43,537,720"
2020-12-21,"₫43,138,360"
2020-12-22,"₫43,352,330"
2020-12-23,"₫43,311,380"
2020-12-24,"₫43,469,240"
2020-12-25,"₫42,880,170"
2020-12-28,"₫43,284,390"
2020-12-29,"₫43,440,920"
2020-12-30,"₫43,652,800"
2020-12-31,"₫44,073,600"
2021-01-01,"₫44,331,820"
2021-01-04,"₫45,027,060"
2021-01-05,"₫44,978,830"
2021-01-06,"₫44,348,650"
2021-01-07,"₫44,131,880"
2021-01-08,"₫42,717,580"
2021-01-11,"₫42,589,860"
2021-01-12,"₫42,612,030"
2021-01-13,"₫42,672,610"
2021-01-14,"₫42,562,500"
2021-01-15,"₫42,267,750"
2021-01-18,"₫42,342,180"
2021-01-19,"₫42,460,810"
2021-01-20,"₫43,161,120"
2021-01-21,"₫43,030,260"
2021-01-22,"₫42,810,800"
2021-01-25,"₫42,869,120"
2021-01-26,"₫42,605,150"
2021-01-27,"₫42,511,110"
2021-01-28,"₫42,403,200"
2021-01-29,"₫42,426,070"
2021-02-01,"₫42,928,360"
2021-02-02,"₫42,311,990"
2021-02-03,"₫42,139,150"
2021-02-04,"₫41,372,970"
2021-02-05,"₫41,437,930"
2021-02-08,"₫41,986,080"
2021-02-09,"₫42,216,440"
2021-02-10,"₫42,425,900"
2021-02-11,"₫42,013,140"
2021-02-12,"₫41,882,420"
2021-02-15,"₫41,864,080"
2021-02-16,"₫41,501,110"
2021-02-17,"₫40,910,450"
2021-02-18,"₫40,781,760"
2021-02-19,"₫41,096,560"
2021-02-22,"₫41,584,950"
2021-02-23,"₫41,584,260"
2021-02-24,"₫41,484,650"
2021-02-25,"₫40,971,070"
2021-02-26,"₫39,883,390"
2021-03-01,"₫39,698,610"
2021-03-02,"₫39,710,420"
2021-03-03,"₫39,473,940"
2021-03-04,"₫39,284,390"
2021-03-05,"₫39,166,090"
2021-03-08,"₫38,783,730"
2021-03-09,"₫39,587,120"
2021-03-10,"₫39,659,800"
2021-03-11,"₫39,655,750"
2021-03-12,"₫39,595,270"
2021-03-15,"₫39,958,260"
2021-03-16,"₫40,126,950"
2021-03-17,"₫39,927,830"
2021-03-18,"₫40,143,150"
2021-03-19,"₫40,258,510"
2021-03-22,"₫40,100,610"
2021-03-23,"₫39,962,990"
2021-03-24,"₫40,092,670"
2021-03-25,"₫40,006,490"
2021-03-26,"₫39,935,820"
2021-03-29,"₫39,522,840"
2021-03-30,"₫38,940,790"
2021-03-31,"₫39,420,410"
2021-04-01,"₫39,760,630"
2021-04-02,"₫39,823,350"
2021-04-05,"₫39,621,210"
2021-04-06,"₫40,017,980"
2021-04-07,"₫40,191,620"
2021-04-08,"₫40,357,400"
2021-04-09,"₫40,162,020"
2021-04-12,"₫39,953,610"
2021-04-13,"₫40,076,950"
2021-04-14,"₫39,987,330"
2021-04-15,"₫40,677,960"
2021-04-16,"₫41,009,440"
2021-04-19,"₫40,883,370"
2021-04-20,"₫41,081,690"
2021-04-21,"₫41,310,730"
2021-04-22,"₫41,288,340"
2021-04-23,"₫40,855,360"
2021-04-26,"₫41,070,000"
2021-04-27,"₫40,915,610"
2021-04-28,"₫40,861,650"
2021-04-29,"₫40,866,380"
2021-04-30,"₫40,989,330"
2021-05-03,"₫41,320,720"
2021-05-04,"₫41,039,370"
2021-05-05,"₫41,267,010"
2021-05-06,"₫41,786,220"
2021-05-07,"₫41,911,270"
2021-05-10,"₫42,455,200"
2021-05-11,"₫42,392,810"
2021-05-12,"₫42,057,980"
2021-05-13,"₫42,077,180"
2021-05-14,"₫42,362,070"
2021-05-17,"₫43,069,550"
2021-05-18,"₫43,023,090"
2021-05-19,"₫43,214,420"
2021-05-20,"₫43,155,460"
2021-05-21,"₫43,521,200"
2021-05-24,"₫43,373,700"
2021-05-25,"₫43,782,630"
2021-05-26,"₫43,890,640"
2021-05-27,"₫43,762,040"
2021-05-28,"₫43,812,290"
2021-05-31,"₫43,798,280"
2021-06-01,"₫43,812,130"
2021-06-02,"₫43,844,640"
2021-06-03,"₫43,316,310"
2021-06-04,"₫43,387,120"
2021-06-07,"₫43,567,340"
2021-06-08,"₫43,467,640"
2021-06-09,"₫43,414,620"
2021-06-10,"₫43,568,640"
2021-06-11,"₫43,203,820"
2021-06-14,"₫42,826,320"
2021-06-15,"₫42,630,480"
2021-06-16,"₫41,964,860"
2021-06-17,"₫40,801,930"
2021-06-18,"₫40,766,320"
2021-06-21,"₫40,967,090"
2021-06-22,"₫40,796,950"
2021-06-23,"₫41,005,440"
2021-06-24,"₫40,881,860"
2021-06-25,"₫41,049,580"
2021-06-28,"₫41,012,610"
2021-06-29,"₫40,576,600"
2021-06-30,"₫40,838,910"
2021-07-01,"₫40,935,650"
2021-07-02,"₫40,982,010"
2021-07-05,"₫41,230,540"
2021-07-06,"₫41,402,720"
2021-07-07,"₫41,615,230"
2021-07-08,"₫41,458,670"
2021-07-09,"₫41,518,870"
2021-07-12,"₫41,531,620"
2021-07-13,"₫41,833,220"
2021-07-14,"₫41,930,820"
2021-07-15,"₫42,120,670"
2021-07-16,"₫41,674,180"
2021-07-19,"₫41,657,690"
2021-07-20,"₫41,696,260"
2021-07-21,"₫41,436,820"
2021-07-22,"₫41,647,470"
2021-07-23,"₫41,432,410"
2021-07-26,"₫41,325,870"
2021-07-27,"₫41,297,050"
2021-07-28,"₫41,429,310"
2021-07-29,"₫41,940,810"
2021-07-30,"₫41,768,400"
2021-08-02,"₫41,687,650"
2021-08-03,"₫41,627,530"
2021-08-04,"₫41,638,440"
2021-08-05,"₫41,427,780"
2021-08-06,"₫40,579,490"
2021-08-09,"₫39,715,570"
2021-08-10,"₫39,587,710"
2021-08-11,"₫39,872,150"
2021-08-12,"₫40,004,540"
2021-08-13,"₫40,472,760"
2021-08-16,"₫40,831,680"
2021-08-17,"₫40,982,750"
2021-08-18,"₫40,791,010"
2021-08-19,"₫40,674,130"
2021-08-20,"₫40,582,020"
2021-08-23,"₫41,144,650"
2021-08-24,"₫41,065,610"
2021-08-25,"₫40,721,630"
2021-08-26,"₫40,908,730"
2021-08-27,"₫41,297,490"
2021-08-30,"₫41,230,780"
2021-08-31,"₫41,422,440"
2021-09-01,"₫41,218,970"
2021-09-02,"₫41,125,310"
2021-09-03,"₫41,575,560"
2021-09-06,"₫41,489,400"
2021-09-07,"₫40,942,060"
2021-09-08,"₫40,730,480"
2021-09-09,"₫40,882,390"
2021-09-10,"₫40,755,600"
2021-09-13,"₫40,700,860"
2021-09-14,"₫41,069,130"
2021-09-15,"₫40,862,130"
2021-09-16,"₫39,873,620"
2021-09-17,"₫40,139,320"
2021-09-20,"₫40,141,110"
2021-09-21,"₫40,409,230"
2021-09-22,"₫40,400,540"
2021-09-23,"₫39,595,270"
2021-09-24,"₫39,879,910"
2021-09-27,"₫39,894,910"
2021-09-28,"₫39,460,880"
2021-09-29,"₫39,499,850"
2021-09-30,"₫39,976,550"
2021-10-01,"₫40,024,710"
2021-10-04,"₫40,274,630"
2021-10-05,"₫40,040,700"
2021-10-06,"₫40,057,920"
2021-10-07,"₫39,965,740"
2021-10-08,"₫39,946,270"
2021-10-11,"₫39,970,510"
2021-10-12,"₫40,138,170"
2021-10-13,"₫40,681,830"
2021-10-14,"₫40,920,670"
2021-10-15,"₫40,264,130"
2021-10-18,"₫40,093,360"
2021-10-19,"₫40,352,880"
2021-10-20,"₫40,494,600"
2021-10-21,"₫40,628,440"
2021-10-22,"₫40,760,840"
2021-10-25,"₫41,177,960"
2021-10-26,"₫40,900,560"
2021-10-27,"₫40,864,740"
2021-10-28,"₫40,659,930"
2021-10-29,"₫40,888,330"
2021-11-01,"₫40,684,240"
2021-11-02,"₫40,751,140"
2021-11-03,"₫40,177,950"
2021-11-04,"₫40,648,390"
2021-11-05,"₫41,111,390"
2021-11-08,"₫41,270,730"
2021-11-09,"₫41,471,200"
2021-11-10,"₫42,243,880"
2021-11-11,"₫42,270,730"
2021-11-12,"₫42,264,220"
2021-11-15,"₫42,530,660"
2021-11-16,"₫42,120,960"
2021-11-17,"₫42,299,180"
2021-11-18,"₫42,052,060"
2021-11-19,"₫41,865,780"
2021-11-22,"₫41,078,440"
2021-11-23,"₫40,581,750"
2021-11-24,"₫40,576,760"
2021-11-25,"₫40,567,270"
2021-11-26,"₫40,654,380"
2021-11-29,"₫40,482,520"
2021-11-30,"₫40,192,220"
2021-12-01,"₫40,402,470"
2021-12-02,"₫40,187,070"
2021-12-03,"₫40,725,090"
2021-12-06,"₫40,964,820"
2021-12-07,"₫41,198,220"
2021-12-08,"₫40,947,130"
2021-12-09,"₫40,816,430"
2021-12-10,"₫41,060,050"
2021-12-13,"₫41,070,440"
2021-12-14,"₫40,753,800"
2021-12-15,"₫40,956,920"
2021-12-16,"₫41,373,960"
2021-12-17,"₫41,282,450"
2021-12-20,"₫41,014,520"
2021-12-21,"₫41,013,590"
2021-12-22,"₫41,442,920"
2021-12-23,"₫41,519,690"
2021-12-24,"₫41,321,750"
2021-12-27,"₫41,366,630"
2021-12-28,"₫41,240,240"
2021-12-29,"₫41,182,410"
2021-12-30,"₫41,376,270"
2021-12-31,"₫41,812,000"
2022-01-03,"₫41,180,400"
2022-01-04,"₫41,305,220"
2022-01-05,"₫41,195,360"
2022-01-06,"₫40,680,640"
2022-01-07,"₫40,751,340"
2022-01-10,"₫40,884,150"
2022-01-11,"₫41,385,100"
2022-01-12,"₫41,483,050"
2022-01-13,"₫41,385,800"
2022-01-14,"₫41,261,090"
2022-01-17,"₫41,351,540"
